s,a,s',p_r,reward,number_occurrences,q,scale_factor,policy
<>,START,<START>,1.0,0.0,16000,0.3782893449340922,1,1
<A_ACCEPTED | 1>,A_FINALIZED,<A_FINALIZED | 92>,1.0,0.0,2654,0.49493983982305645,1,1
<A_ACCEPTED | 78>,A_FINALIZED,<A_FINALIZED | 92>,1.0,0.0,1786,0.49493983982305645,1,1
<A_ACTIVATED | 17>,END,<END | 11>,0.2774566473988439,1.0,192,0.623199633075207,1,1
<A_ACTIVATED | 17>,END,<END | 17>,0.0505780346820809,0.0736266908440229,35,0.623199633075207,1,1
<A_ACTIVATED | 17>,END,<END | 31>,0.6517341040462428,0.5129085757205847,451,0.623199633075207,1,1
<A_ACTIVATED | 17>,END,<END | 85>,0.0202312138728323,0.3825317327513373,14,0.623199633075207,1,1
<A_ACTIVATED | 32>,END,<END | 26>,0.1851851851851851,0.4614332562335567,10,0.4126380092170433,1,1
<A_ACTIVATED | 32>,END,<END | 44>,0.8148148148148148,0.401548180349654,44,0.4126380092170433,1,1
<A_ACTIVATED | 36>,END,<END | 31>,1.0,0.5129085757205806,1,0.5129085757205806,1,1
<A_ACTIVATED | 40>,END,<END | 11>,0.1547619047619047,0.9999999999999952,104,0.5805598473199994,1,1
<A_ACTIVATED | 40>,END,<END | 31>,0.0476190476190476,0.5129085757205806,32,0.5805598473199994,1,1
<A_ACTIVATED | 40>,END,<END | 35>,0.1934523809523809,0.8801173806072186,130,0.5805598473199994,1,1
<A_ACTIVATED | 40>,END,<END | 85>,0.6041666666666666,0.382531732751338,406,0.5805598473199994,1,1
<A_ACTIVATED | 49>,END,<END | 21>,0.224,0.8467302302976193,28,0.4950342341786206,1,1
<A_ACTIVATED | 49>,END,<END | 26>,0.024,0.4614332562335568,3,0.4950342341786206,1,1
<A_ACTIVATED | 49>,END,<END | 71>,0.2,0.3729091233174213,25,0.4950342341786206,1,1
<A_ACTIVATED | 49>,END,<END | 72>,0.552,0.3980261590196815,69,0.4950342341786206,1,1
<A_ACTIVATED | 4>,END,<END | 21>,0.0963455149501661,0.8467302302976193,29,0.526356339214767,1,1
<A_ACTIVATED | 4>,END,<END | 35>,0.1561461794019933,0.8801173806072186,47,0.526356339214767,1,1
<A_ACTIVATED | 4>,END,<END | 85>,0.0299003322259136,0.3825317327513373,9,0.526356339214767,1,1
<A_ACTIVATED | 4>,END,<END | 97>,0.717607973421927,0.4123600876931139,216,0.526356339214767,1,1
<A_ACTIVATED | 73>,END,<END | 21>,0.0172413793103448,0.8467302302976193,6,0.520480617010424,1,1
<A_ACTIVATED | 73>,END,<END | 35>,0.2729885057471264,0.8801173806072186,95,0.520480617010424,1,1
<A_ACTIVATED | 73>,END,<END | 71>,0.6120689655172413,0.3729091233174209,213,0.520480617010424,1,1
<A_ACTIVATED | 73>,END,<END | 85>,0.0977011494252873,0.3825317327513373,34,0.520480617010424,1,1
<A_ACTIVATED | 7>,END,<END | 26>,0.8582677165354331,0.4614332562335563,109,0.45244642355757403,1,1
<A_ACTIVATED | 7>,END,<END | 72>,0.1417322834645669,0.3980261590196811,18,0.45244642355757403,1,1
<A_ACTIVATED | 80>,END,<END | 21>,0.3171806167400881,0.8467302302976191,72,0.5416724393463487,1,1
<A_ACTIVATED | 80>,END,<END | 72>,0.5903083700440529,0.3980261590196804,134,0.5416724393463487,1,1
