s,a,s',p_r,reward,number_occurrences,q,scale_factor,policy
<>,START,<START>,1.0,0.0,2000,0.4963292022955192,1,1
<A_ACCEPTED | 22>,A_FINALIZED,<A_FINALIZED | 24>,1.0,0.0,355,0.5625953622796458,1,1
<A_ACCEPTED | 2>,A_FINALIZED,<A_FINALIZED | 62>,1.0,0.0,183,0.5579148867724192,1,1
<A_ACCEPTED | 38>,A_FINALIZED,<A_FINALIZED | 89>,1.0,0.0,132,0.5467876385782781,1,1
<A_ACCEPTED | 94>,A_FINALIZED,<A_FINALIZED | 24>,1.0,0.0,137,0.5625953622796458,1,1
<A_ACTIVATED | 13>,END,<END | 37>,0.1475409836065573,1.0,9,0.6118256663481084,1,1
<A_ACTIVATED | 13>,END,<END | 40>,0.819672131147541,0.5500729655589454,50,0.6118256663481084,1,1
<A_ACTIVATED | 13>,END,<END | 50>,0.0163934426229508,0.4430976260818071,1,0.6118256663481084,1,1
<A_ACTIVATED | 13>,END,<END | 75>,0.0163934426229508,0.3746197432055479,1,0.6118256663481084,1,1
<A_ACTIVATED | 32>,END,<END | 14>,0.0714285714285714,0.8317061336838231,3,0.46334063950962406,1,1
<A_ACTIVATED | 32>,END,<END | 50>,0.0238095238095238,0.4430976260818071,1,0.46334063950962406,1,1
<A_ACTIVATED | 32>,END,<END | 51>,0.5714285714285714,0.3474215719859647,24,0.46334063950962406,1,1
<A_ACTIVATED | 32>,END,<END | 67>,0.1428571428571428,0.9010013100032448,6,0.46334063950962406,1,1
<A_ACTIVATED | 32>,END,<END | 6>,0.1904761904761904,0.3472456555735396,8,0.46334063950962406,1,1
<A_ACTIVATED | 35>,END,<END | 37>,0.1666666666666666,0.9999999999999998,13,0.4788497860046232,1,1
<A_ACTIVATED | 35>,END,<END | 75>,0.8333333333333334,0.3746197432055479,65,0.4788497860046232,1,1
<A_ACTIVATED | 3>,END,<END | 14>,0.6086956521739131,0.8317061336838228,42,0.6588204278997237,1,1
<A_ACTIVATED | 3>,END,<END | 51>,0.3333333333333333,0.3474215719859647,23,0.6588204278997237,1,1
<A_ACTIVATED | 3>,END,<END | 58>,0.0579710144927536,0.6340639386707977,4,0.6588204278997237,1,1
<A_ACTIVATED | 45>,END,<END | 67>,0.323943661971831,0.9010013100032443,46,0.5266312901071057,1,1
<A_ACTIVATED | 45>,END,<END | 6>,0.676056338028169,0.3472456555735393,96,0.5266312901071057,1,1
<A_ACTIVATED | 57>,END,<END | 58>,1.0,0.6340639386707977,14,0.6340639386707977,1,1
<A_ACTIVATED | 74>,END,<END | 14>,0.2692307692307692,0.8317061336838233,7,0.5991370007486165,1,1
<A_ACTIVATED | 74>,END,<END | 50>,0.4615384615384615,0.4430976260818069,12,0.5991370007486165,1,1
<A_ACTIVATED | 74>,END,<END | 58>,0.2692307692307692,0.6340639386707977,7,0.5991370007486165,1,1
<A_ACTIVATED | 78>,END,<END | 14>,0.1692307692307692,0.8317061336838234,11,0.4889774619293933,1,1
<A_ACTIVATED | 78>,END,<END | 51>,0.6307692307692307,0.3474215719859647,41,0.4889774619293933,1,1
<A_ACTIVATED | 78>,END,<END | 67>,0.1076923076923077,0.9010013100032448,7,0.4889774619293933,1,1
<A_ACTIVATED | 78>,END,<END | 6>,0.0923076923076923,0.3472456555735396,6,0.4889774619293933,1,1
<A_APPROVED | 18>,A_REGISTERED,<A_REGISTERED | 26>,0.2054794520547945,0.0,30,0.5902245923420228,1,1
<A_APPROVED | 18>,A_REGISTERED,<A_REGISTERED | 31>,0.6164383561643836,0.0,90,0.5902245923420228,1,1
<A_APPROVED | 18>,A_REGISTERED,<A_REGISTERED | 95>,0.0753424657534246,0.0,11,0.5902245923420228,1,1
<A_APPROVED | 18>,A_REGISTERED,<A_REGISTERED | 99>,0.1027397260273972,0.0,15,0.5902245923420228,1,1
<A_APPROVED | 27>,A_REGISTERED,<A_REGISTERED | 34>,0.1206896551724138,0.0,7,0.5982898639792016,1,1
<A_APPROVED | 27>,A_REGISTERED,<A_REGISTERED | 97>,0.8620689655172413,0.0,50,0.5982898639792016,1,1
<A_APPROVED | 27>,A_REGISTERED,<A_REGISTERED | 99>,0.0172413793103448,0.0,1,0.5982898639792016,1,1
<A_APPROVED | 70>,A_REGISTERED,<A_REGISTERED | 70>,1.0,0.0,2,0.4788497860046232,1,1
<A_APPROVED | 85>,A_REGISTERED,<A_REGISTERED | 34>,1.0,0.0,80,0.49566282834690295,1,1
<A_APPROVED | 8>,A_REGISTERED,<A_REGISTERED | 16>,0.6952380952380952,0.0,146,0.5165999204481173,1,1
<A_APPROVED | 8>,A_REGISTERED,<A_REGISTERED | 31>,0.0476190476190476,0.0,10,0.5165999204481173,1,1
<A_APPROVED | 8>,A_REGISTERED,<A_REGISTERED | 95>,0.2571428571428571,0.0,54,0.5165999204481173,1,1
<A_APPROVED | 99>,A_REGISTERED,<A_REGISTERED | 99>,1.0,0.0,1,0.6398889949599567,1,1
<A_CANCELLED | 22>,END,<END | 83>,1.0,0.0293937853841063,42,0.0293937853841063,1,1
<A_CANCELLED | 2>,END,<END | 83>,1.0,0.0293937853841063,18,0.0293937853841063,1,1
<A_CANCELLED | 38>,END,<END | 38>,0.1,0.0374729977390652,2,0.030201706619602194,1,1
<A_CANCELLED | 38>,END,<END | 83>,0.9,0.0293937853841063,18,0.030201706619602194,1,1
<A_CANCELLED | 49>,END,<END | 92>,1.0,0.0331101584593323,50,0.0331101584593323,1,1
<A_CANCELLED | 59>,END,<END | 59>,1.0,0.0375195234140385,1,0.0375195234140385,1,1
<A_CANCELLED | 5>,END,<END | 92>,1.0,0.0331101584593323,161,0.0331101584593323,1,1
<A_CANCELLED | 84>,END,<END | 84>,1.0,0.0348476610763606,9,0.0348476610763606,1,1
<A_CANCELLED | 91>,END,<END | 91>,1.0,0.0200425257134418,1,0.0200425257134418,1,1
<A_CANCELLED | 94>,END,<END | 83>,1.0,0.0293937853841063,21,0.0293937853841063,1,1
<A_DECLINED | 11>,END,<END | 19>,1.0,0.0175629097812664,1,0.0175629097812664,1,1
<A_DECLINED | 20>,END,<END | 19>,0.6,0.0175629097812664,3,0.0176769273247404,1,1
<A_DECLINED | 20>,END,<END | 42>,0.4,0.0178479536399514,2,0.0176769273247404,1,1
<A_DECLINED | 22>,END,<END | 55>,1.0,0.029228028938422,111,0.029228028938422,1,1
<A_DECLINED | 23>,END,<END | 19>,0.5,0.0175629097812664,1,0.0177054317106089,1,1
<A_DECLINED | 23>,END,<END | 42>,0.5,0.0178479536399514,1,0.0177054317106089,1,1
<A_DECLINED | 2>,END,<END | 55>,1.0,0.029228028938422,67,0.029228028938422,1,1
<A_DECLINED | 30>,END,<END | 19>,1.0,0.0175629097812663,150,0.0175629097812663,1,1
<A_DECLINED | 38>,END,<END | 38>,0.2093023255813953,0.0374729977390652,9,0.030953720082742667,1,1
<A_DECLINED | 38>,END,<END | 55>,0.7906976744186046,0.029228028938422,34,0.030953720082742667,1,1
<A_DECLINED | 47>,END,<END | 91>,1.0,0.0200425257134418,1,0.0200425257134418,1,1
<A_DECLINED | 49>,END,<END | 80>,1.0,0.0311981020021068,193,0.0311981020021068,1,1
<A_DECLINED | 4>,END,<END | 91>,1.0,0.0200425257134418,1,0.0200425257134418,1,1
<A_DECLINED | 59>,END,<END | 91>,1.0,0.0200425257134418,1,0.0200425257134418,1,1
<A_DECLINED | 5>,END,<END | 43>,1.0,0.03365685071548,421,0.03365685071548,1,1
<A_DECLINED | 60>,END,<END | 91>,1.0,0.0200425257134418,2,0.0200425257134418,1,1
